timeTick, roll, pitch, yaw, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, otX0, otY0, otZ0, otRoll0, otPitch0, otYaw0
247141, -0.5824424028396606, -0.15833531320095062, -5.547482490539551, 0.0, 0.0, -221.14073181152344, 0.0, 0.0, -0.04730224609375, 0, 0, 0, 0, 0, 0
247151, -0.5836819410324097, -0.15694326162338257, -5.547308921813965, 0.0, 0.0, -221.14117431640625, 0.0, 0.0, -0.04425048828125, 0, 0, 0, 0, 0, 0
247161, -0.5845083594322205, -0.15581776201725006, -5.547569274902344, 0.0, 0.0, -221.1416015625, 0.0, 0.0, -0.042724609375, 0, 0, 0, 0, 0, 0
247171, -0.5854278802871704, -0.15331104397773743, -5.549898147583008, 0.0, 0.0, -221.14181518554688, 0.0, 0.0, -0.0213623046875, 0, 0, 0, 0, 0, 0
247181, -0.5853886008262634, -0.15393714606761932, -5.551675796508789, 0.0, 0.0, -221.14202880859375, 0.0, 0.0, -0.0213623046875, 0, 0, 0, 0, 0, 0
247191, -0.5873751044273376, -0.15226684510707855, -5.551670551300049, 0.0, 0.0, -221.1422119140625, 0.0, 0.0, -0.018310546875, 0, 0, 0, 0, 0, 0
247201, -0.5883395671844482, -0.15357324481010437, -5.552218914031982, 0.0, 0.0, -221.14239501953125, 0.0, 0.0, -0.018310546875, 0, 0, 0, 0, 0, 0
247211, -0.5876710414886475, -0.15283609926700592, -5.551513671875, 0.0, 0.0, -221.14260864257812, 0.0, 0.0, -0.0213623046875, 0, 0, 0, 0, 0, 0
247221, -0.587100625038147, -0.15416362881660461, -5.551792621612549, 0.0, 0.0, -221.142822265625, 0.0, 0.0, -0.0213623046875, 0, 0, 0, 0, 0, 0
247231, -0.5871933698654175, -0.15226857364177704, -5.552597522735596, 0.0, 0.0, -221.14306640625, 0.0, 0.0, -0.0244140625, 0, 0, 0, 0, 0, 0
247241, -0.5856992602348328, -0.15208062529563904, -5.552626132965088, 0.0, 0.0, -221.143310546875, 0.0, 0.0, -0.0244140625, 0, 0, 0, 0, 0, 0
247251, -0.5870006084442139, -0.15188966691493988, -5.552909851074219, 0.0, 0.0, -221.1436767578125, 0.0, 0.0, -0.03662109375, 0, 0, 0, 0, 0, 0
247261, -0.5867432355880737, -0.1512731909751892, -5.552829265594482, 0.0, 0.0, -221.14404296875, 0.0, 0.0, -0.03662109375, 0, 0, 0, 0, 0, 0
247271, -0.5866278409957886, -0.1522965133190155, -5.553335189819336, 0.0, 0.0, -221.14390563964844, 0.0, 0.0, 0.01373291015625, 0, 0, 0, 0, 0, 0
247281, -0.5872625708580017, -0.1525503396987915, -5.553597927093506, 0.0, 0.0, -221.14376831054688, 0.0, 0.0, 0.01373291015625, 0, 0, 0, 0, 0, 0
247291, -0.5867995619773865, -0.150287926197052, -5.55398416519165, 0.0, 0.0, -221.14356994628906, 0.0, 0.0, 0.01983642578125, 0, 0, 0, 0, 0, 0
247301, -0.5853195786476135, -0.1474500149488449, -5.554218769073486, 0.0, 0.0, -221.14337158203125, 0.0, 0.0, 0.01983642578125, 0, 0, 0, 0, 0, 0
247311, -0.5862506031990051, -0.15201671421527863, -5.552379131317139, 0.0, 0.0, -221.14308166503906, 0.0, 0.0, 0.02899169921875, 0, 0, 0, 0, 0, 0
247321, -0.5853284001350403, -0.15310370922088623, -5.5535054206848145, 0.0, 0.0, -221.14279174804688, 0.0, 0.0, 0.02899169921875, 0, 0, 0, 0, 0, 0
247331, -0.5856795907020569, -0.15366113185882568, -5.55361270904541, 0.0, 0.0, -221.14276123046875, 0.0, 0.0, 0.0030517578125, 0, 0, 0, 0, 0, 0
247341, -0.5847757458686829, -0.15485146641731262, -5.554810523986816, 0.0, 0.0, -221.14273071289062, 0.0, 0.0, 0.0030517578125, 0, 0, 0, 0, 0, 0
247351, -0.5841922760009766, -0.15632180869579315, -5.556822776794434, 0.0, 0.0, -221.14276123046875, 0.0, 0.0, -0.0030517578125, 0, 0, 0, 0, 0, 0
247361, -0.5848403573036194, -0.15573735535144806, -5.55707311630249, 0.0, 0.0, -221.14279174804688, 0.0, 0.0, -0.0030517578125, 0, 0, 0, 0, 0, 0
247371, -0.5850784182548523, -0.15875890851020813, -5.555694580078125, 0.0, 0.0, -221.1428680419922, 0.0, 0.0, -0.00762939453125, 0, 0, 0, 0, 0, 0
247381, -0.5854071974754333, -0.1596905142068863, -5.555436134338379, 0.0, 0.0, -221.1429443359375, 0.0, 0.0, -0.00762939453125, 0, 0, 0, 0, 0, 0
247391, -0.5859605669975281, -0.15818336606025696, -5.553914546966553, 0.0, 0.0, -221.14305114746094, 0.0, 0.0, -0.01068115234375, 0, 0, 0, 0, 0, 0
247401, -0.5864907503128052, -0.1559263914823532, -5.554369926452637, 0.0, 0.0, -221.14315795898438, 0.0, 0.0, -0.01068115234375, 0, 0, 0, 0, 0, 0
247411, -0.5860254168510437, -0.1575111448764801, -5.55484676361084, 0.0, 0.0, -221.14321899414062, 0.0, 0.0, -0.006103515625, 0, 0, 0, 0, 0, 0
247421, -0.5855850577354431, -0.15928825736045837, -5.55415678024292, 0.0, 0.0, -221.14328002929688, 0.0, 0.0, -0.006103515625, 0, 0, 0, 0, 0, 0
247431, -0.5854664444923401, -0.1536119431257248, -5.555899143218994, 0.0, 0.0, -221.14344787597656, 0.0, 0.0, -0.01678466796875, 0, 0, 0, 0, 0, 0
247441, -0.5859718918800354, -0.15332362055778503, -5.55423641204834, 0.0, 0.0, -221.14361572265625, 0.0, 0.0, -0.01678466796875, 0, 0, 0, 0, 0, 0
247451, -0.5844628214836121, -0.1557629555463791, -5.555952548980713, 0.0, 0.0, -221.1438446044922, 0.0, 0.0, -0.02288818359375, 0, 0, 0, 0, 0, 0
247461, -0.5840238332748413, -0.15719394385814667, -5.554832458496094, 0.0, 0.0, -221.14407348632812, 0.0, 0.0, -0.02288818359375, 0, 0, 0, 0, 0, 0
247471, -0.5838161110877991, -0.15980872511863708, -5.553943157196045, 0.0, 0.0, -221.14425659179688, 0.0, 0.0, -0.018310546875, 0, 0, 0, 0, 0, 0
247481, -0.5837136507034302, -0.15785831212997437, -5.554263114929199, 0.0, 0.0, -221.14443969726562, 0.0, 0.0, -0.018310546875, 0, 0, 0, 0, 0, 0
247491, -0.5831775665283203, -0.16117307543754578, -5.55510950088501, 0.0, 0.0, -221.14476013183594, 0.0, 0.0, -0.03204345703125, 0, 0, 0, 0, 0, 0
247501, -0.5832879543304443, -0.1592763066291809, -5.555276393890381, 0.0, 0.0, -221.14508056640625, 0.0, 0.0, -0.03204345703125, 0, 0, 0, 0, 0, 0
247511, -0.5837690234184265, -0.15975238382816315, -5.553750038146973, 0.0, 0.0, -221.14541625976562, 0.0, 0.0, -0.0335693359375, 0, 0, 0, 0, 0, 0
247521, -0.5851530432701111, -0.15996740758419037, -5.552332401275635, 0.0, 0.0, -221.145751953125, 0.0, 0.0, -0.0335693359375, 0, 0, 0, 0, 0, 0
247531, -0.5859451293945312, -0.15892261266708374, -5.555112361907959, 0.0, 0.0, -221.1461944580078, 0.0, 0.0, -0.04425048828125, 0, 0, 0, 0, 0, 0
247541, -0.5846625566482544, -0.15711292624473572, -5.55584192276001, 0.0, 0.0, -221.14663696289062, 0.0, 0.0, -0.04425048828125, 0, 0, 0, 0, 0, 0
247551, -0.584148108959198, -0.15668272972106934, -5.556427955627441, 0.0, 0.0, -221.1471710205078, 0.0, 0.0, -0.05340576171875, 0, 0, 0, 0, 0, 0
247561, -0.5849925875663757, -0.1573401391506195, -5.555395603179932, 0.0, 0.0, -221.147705078125, 0.0, 0.0, -0.05340576171875, 0, 0, 0, 0, 0, 0
247571, -0.5838186740875244, -0.1575337052345276, -5.556519031524658, 0.0, 0.0, -221.14833068847656, 0.0, 0.0, -0.06256103515625, 0, 0, 0, 0, 0, 0
247581, -0.5834906697273254, -0.15817399322986603, -5.556456089019775, 0.0, 0.0, -221.14895629882812, 0.0, 0.0, -0.06256103515625, 0, 0, 0, 0, 0, 0
247591, -0.5859379768371582, -0.15571308135986328, -5.556934833526611, 0.0, 0.0, -221.14964294433594, 0.0, 0.0, -0.06866455078125, 0, 0, 0, 0, 0, 0
247601, -0.585831880569458, -0.15491479635238647, -5.556539058685303, 0.0, 0.0, -221.15032958984375, 0.0, 0.0, -0.06866455078125, 0, 0, 0, 0, 0, 0
247611, -0.5854194760322571, -0.15400178730487823, -5.556420803070068, 0.0, 0.0, -221.1508331298828, 0.0, 0.0, -0.05035400390625, 0, 0, 0, 0, 0, 0
247621, -0.5850001573562622, -0.1534929871559143, -5.556701183319092, 0.0, 0.0, -221.15133666992188, 0.0, 0.0, -0.05035400390625, 0, 0, 0, 0, 0, 0
247631, -0.5844025015830994, -0.15286485850811005, -5.558284759521484, 0.0, 0.0, -221.15167236328125, 0.0, 0.0, -0.0335693359375, 0, 0, 0, 0, 0, 0
247641, -0.5843769311904907, -0.15398594737052917, -5.558227062225342, 0.0, 0.0, -221.15200805664062, 0.0, 0.0, -0.0335693359375, 0, 0, 0, 0, 0, 0
247651, -0.5849267840385437, -0.15205244719982147, -5.558404922485352, 0.0, 0.0, -221.15208435058594, 0.0, 0.0, -0.00762939453125, 0, 0, 0, 0, 0, 0
247661, -0.5845410227775574, -0.15277941524982452, -5.559661388397217, 0.0, 0.0, -221.15216064453125, 0.0, 0.0, -0.00762939453125, 0, 0, 0, 0, 0, 0
247671, -0.5854804515838623, -0.15488183498382568, -5.557920455932617, 0.0, 0.0, -221.1519775390625, 0.0, 0.0, 0.018310546875, 0, 0, 0, 0, 0, 0
247681, -0.5863374471664429, -0.154253289103508, -5.558344841003418, 0.0, 0.0, -221.15179443359375, 0.0, 0.0, 0.018310546875, 0, 0, 0, 0, 0, 0
247691, -0.5869268774986267, -0.15270420908927917, -5.5594706535339355, 0.0, 0.0, -221.15145874023438, 0.0, 0.0, 0.0335693359375, 0, 0, 0, 0, 0, 0
247701, -0.5879988074302673, -0.15316718816757202, -5.55955171585083, 0.0, 0.0, -221.151123046875, 0.0, 0.0, 0.0335693359375, 0, 0, 0, 0, 0, 0
247711, -0.5870792269706726, -0.15440751612186432, -5.562446594238281, 0.0, 0.0, -221.15101623535156, 0.0, 0.0, 0.01068115234375, 0, 0, 0, 0, 0, 0
247721, -0.5868776440620422, -0.1538849174976349, -5.564978122711182, 0.0, 0.0, -221.15090942382812, 0.0, 0.0, 0.01068115234375, 0, 0, 0, 0, 0, 0
247731, -0.5853649377822876, -0.15810497105121613, -5.565821647644043, 0.0, 0.0, -221.15054321289062, 0.0, 0.0, 0.03662109375, 0, 0, 0, 0, 0, 0
247741, -0.5871050357818604, -0.15786641836166382, -5.565478324890137, 0.0, 0.0, -221.15017700195312, 0.0, 0.0, 0.03662109375, 0, 0, 0, 0, 0, 0
247751, -0.5867049098014832, -0.15716113150119781, -5.568554878234863, 0.0, 0.0, -221.1499786376953, 0.0, 0.0, 0.01983642578125, 0, 0, 0, 0, 0, 0
247761, -0.5867121815681458, -0.15617433190345764, -5.570806503295898, 0.0, 0.0, -221.14979553222656, 0.0, 0.0, 0.018310546875, 0, 0, 0, 0, 0, 0
247771, -0.5862239003181458, -0.15448637306690216, -5.572859764099121, 0.0, 0.0, -221.14967346191406, 0.0, 0.0, 0.01220703125, 0, 0, 0, 0, 0, 0
247781, -0.5868408679962158, -0.15226738154888153, -5.574544429779053, 0.0, 0.0, -221.14955139160156, 0.0, 0.0, 0.01220703125, 0, 0, 0, 0, 0, 0
247791, -0.5884926319122314, -0.152044415473938, -5.576881408691406, 0.0, 0.0, -221.14955139160156, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0
247801, -0.5872395634651184, -0.15213529765605927, -5.577940464019775, 0.0, 0.0, -221.14955139160156, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0
247811, -0.5881169438362122, -0.14901696145534515, -5.577608585357666, 0.0, 0.0, -221.1496124267578, 0.0, 0.0, -0.006103515625, 0, 0, 0, 0, 0, 0
247821, -0.5882552862167358, -0.14919789135456085, -5.578721046447754, 0.0, 0.0, -221.14967346191406, 0.0, 0.0, -0.006103515625, 0, 0, 0, 0, 0, 0
247831, -0.5873016715049744, -0.14943964779376984, -5.579576015472412, 0.0, 0.0, -221.14964294433594, 0.0, 0.0, 0.0030517578125, 0, 0, 0, 0, 0, 0
247841, -0.5877156257629395, -0.1504666656255722, -5.5794267654418945, 0.0, 0.0, -221.1496124267578, 0.0, 0.0, 0.0030517578125, 0, 0, 0, 0, 0, 0
247851, -0.5885930061340332, -0.1464228630065918, -5.579966068267822, 0.0, 0.0, -221.14976501464844, 0.0, 0.0, -0.0152587890625, 0, 0, 0, 0, 0, 0
247861, -0.5885166525840759, -0.14740489423274994, -5.579050064086914, 0.0, 0.0, -221.14991760253906, 0.0, 0.0, -0.0152587890625, 0, 0, 0, 0, 0, 0
247871, -0.5889933109283447, -0.1467716544866562, -5.578109264373779, 0.0, 0.0, -221.14976501464844, 0.0, 0.0, 0.0152587890625, 0, 0, 0, 0, 0, 0
247881, -0.5887453556060791, -0.14775113761425018, -5.57836389541626, 0.0, 0.0, -221.1496124267578, 0.0, 0.0, 0.0152587890625, 0, 0, 0, 0, 0, 0
247891, -0.5905012488365173, -0.14938870072364807, -5.576882839202881, 0.0, 0.0, -221.1495819091797, 0.0, 0.0, 0.0030517578125, 0, 0, 0, 0, 0, 0
247901, -0.5891562104225159, -0.14778564870357513, -5.578381538391113, 0.0, 0.0, -221.14955139160156, 0.0, 0.0, 0.0030517578125, 0, 0, 0, 0, 0, 0
247911, -0.5903574228286743, -0.14670532941818237, -5.578106880187988, 0.0, 0.0, -221.14959716796875, 0.0, 0.0, -0.00457763671875, 0, 0, 0, 0, 0, 0
247921, -0.5917653441429138, -0.14560846984386444, -5.576803684234619, 0.0, 0.0, -221.14964294433594, 0.0, 0.0, -0.00457763671875, 0, 0, 0, 0, 0, 0
247931, -0.5921224355697632, -0.14497938752174377, -5.575895309448242, 0.0, 0.0, -221.14981079101562, 0.0, 0.0, -0.01678466796875, 0, 0, 0, 0, 0, 0
247941, -0.5921902656555176, -0.14525865018367767, -5.574182987213135, 0.0, 0.0, -221.1499786376953, 0.0, 0.0, -0.01678466796875, 0, 0, 0, 0, 0, 0
247951, -0.5910817980766296, -0.147182434797287, -5.5742902755737305, 0.0, 0.0, -221.15016174316406, 0.0, 0.0, -0.018310546875, 0, 0, 0, 0, 0, 0
247961, -0.5903748869895935, -0.14852942526340485, -5.572943210601807, 0.0, 0.0, -221.1503448486328, 0.0, 0.0, -0.018310546875, 0, 0, 0, 0, 0, 0
247971, -0.5907334685325623, -0.1475922167301178, -5.571628093719482, 0.0, 0.0, -221.15061950683594, 0.0, 0.0, -0.0274658203125, 0, 0, 0, 0, 0, 0
247981, -0.592764675617218, -0.149546280503273, -5.570826530456543, 0.0, 0.0, -221.15087890625, 0.0, 0.0, -0.02593994140625, 0, 0, 0, 0, 0, 0
247991, -0.5917556285858154, -0.15147021412849426, -5.571052551269531, 0.0, 0.0, -221.15101623535156, 0.0, 0.0, -0.01373291015625, 0, 0, 0, 0, 0, 0
248001, -0.5925385355949402, -0.15110085904598236, -5.570533275604248, 0.0, 0.0, -221.15115356445312, 0.0, 0.0, -0.01373291015625, 0, 0, 0, 0, 0, 0
248011, -0.5929881930351257, -0.15167675912380219, -5.5738301277160645, 0.0, 0.0, -221.1510772705078, 0.0, 0.0, 0.00762939453125, 0, 0, 0, 0, 0, 0
248021, -0.5937366485595703, -0.15113477408885956, -5.574832916259766, 0.0, 0.0, -221.1510009765625, 0.0, 0.0, 0.00762939453125, 0, 0, 0, 0, 0, 0
248031, -0.5944673418998718, -0.1479424387216568, -5.575706481933594, 0.0, 0.0, -221.1509552001953, 0.0, 0.0, 0.00457763671875, 0, 0, 0, 0, 0, 0
248041, -0.5941699147224426, -0.1497229039669037, -5.575880527496338, 0.0, 0.0, -221.15090942382812, 0.0, 0.0, 0.00457763671875, 0, 0, 0, 0, 0, 0
248051, -0.5931869745254517, -0.14726150035858154, -5.57920503616333, 0.0, 0.0, -221.15101623535156, 0.0, 0.0, -0.01068115234375, 0, 0, 0, 0, 0, 0
248061, -0.592127799987793, -0.14741672575473785, -5.578412055969238, 0.0, 0.0, -221.151123046875, 0.0, 0.0, -0.01068115234375, 0, 0, 0, 0, 0, 0
248071, -0.5916653275489807, -0.1480262130498886, -5.5761871337890625, 0.0, 0.0, -221.15122985839844, 0.0, 0.0, -0.01068115234375, 0, 0, 0, 0, 0, 0
248081, -0.592223048210144, -0.14889554679393768, -5.575063705444336, 0.0, 0.0, -221.15133666992188, 0.0, 0.0, -0.01068115234375, 0, 0, 0, 0, 0, 0
248091, -0.5916121006011963, -0.14659391343593597, -5.5757904052734375, 0.0, 0.0, -221.15151977539062, 0.0, 0.0, -0.018310546875, 0, 0, 0, 0, 0, 0
248101, -0.5911941528320312, -0.14701344072818756, -5.576663970947266, 0.0, 0.0, -221.15170288085938, 0.0, 0.0, -0.018310546875, 0, 0, 0, 0, 0, 0
248111, -0.5915408730506897, -0.14733156561851501, -5.57627010345459, 0.0, 0.0, -221.1519317626953, 0.0, 0.0, -0.02288818359375, 0, 0, 0, 0, 0, 0
248121, -0.5923066139221191, -0.14910775423049927, -5.574217319488525, 0.0, 0.0, -221.15216064453125, 0.0, 0.0, -0.02288818359375, 0, 0, 0, 0, 0, 0
248131, -0.5953030586242676, -0.14992257952690125, -5.573355674743652, 0.0, 0.0, -221.15228271484375, 0.0, 0.0, -0.01220703125, 0, 0, 0, 0, 0, 0
248141, -0.5950007438659668, -0.1476280689239502, -5.575189590454102, 0.0, 0.0, -221.1523895263672, 0.0, 0.0, -0.01068115234375, 0, 0, 0, 0, 0, 0
248151, -0.5946507453918457, -0.1479915827512741, -5.574221611022949, 0.0, 0.0, -221.15234375, 0.0, 0.0, 0.00457763671875, 0, 0, 0, 0, 0, 0
248161, -0.5940157175064087, -0.14743492007255554, -5.574045658111572, 0.0, 0.0, -221.1522979736328, 0.0, 0.0, 0.00457763671875, 0, 0, 0, 0, 0, 0
248171, -0.5936452150344849, -0.1453527808189392, -5.573688983917236, 0.0, 0.0, -221.15240478515625, 0.0, 0.0, -0.01068115234375, 0, 0, 0, 0, 0, 0
248181, -0.59468013048172, -0.14445455372333527, -5.574038982391357, 0.0, 0.0, -221.1525115966797, 0.0, 0.0, -0.01068115234375, 0, 0, 0, 0, 0, 0
248191, -0.5960088968276978, -0.1396419107913971, -5.579808235168457, 0.0, 0.0, -221.15272521972656, 0.0, 0.0, -0.0213623046875, 0, 0, 0, 0, 0, 0
248201, -0.5953622460365295, -0.1400495171546936, -5.579823017120361, 0.0, 0.0, -221.15293884277344, 0.0, 0.0, -0.0213623046875, 0, 0, 0, 0, 0, 0
248211, -0.5951183438301086, -0.14240926504135132, -5.581385135650635, 0.0, 0.0, -221.15283203125, 0.0, 0.0, 0.01068115234375, 0, 0, 0, 0, 0, 0
248221, -0.5939469933509827, -0.14390960335731506, -5.582290172576904, 0.0, 0.0, -221.15272521972656, 0.0, 0.0, 0.01068115234375, 0, 0, 0, 0, 0, 0
248231, -0.5939600467681885, -0.14593181014060974, -5.586390972137451, 0.0, 0.0, -221.15289306640625, 0.0, 0.0, -0.01678466796875, 0, 0, 0, 0, 0, 0
248241, -0.5942795276641846, -0.14650267362594604, -5.58765983581543, 0.0, 0.0, -221.15306091308594, 0.0, 0.0, -0.01678466796875, 0, 0, 0, 0, 0, 0
248251, -0.593923807144165, -0.1464162915945053, -5.590213775634766, 0.0, 0.0, -221.15309143066406, 0.0, 0.0, -0.0030517578125, 0, 0, 0, 0, 0, 0
248261, -0.5927274823188782, -0.1468384861946106, -5.591300010681152, 0.0, 0.0, -221.1531219482422, 0.0, 0.0, -0.0030517578125, 0, 0, 0, 0, 0, 0
248271, -0.5932444334030151, -0.145080104470253, -5.593132495880127, 0.0, 0.0, -221.1531219482422, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0
248281, -0.5921676158905029, -0.1453544944524765, -5.591988563537598, 0.0, 0.0, -221.1531219482422, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0
248291, -0.5923706889152527, -0.14630497992038727, -5.594555377960205, 0.0, 0.0, -221.15313720703125, 0.0, 0.0, -0.00152587890625, 0, 0, 0, 0, 0, 0
248301, -0.5921889543533325, -0.1459839791059494, -5.594958782196045, 0.0, 0.0, -221.1531524658203, 0.0, 0.0, -0.00152587890625, 0, 0, 0, 0, 0, 0
248311, -0.5914792418479919, -0.14625167846679688, -5.5938639640808105, 0.0, 0.0, -221.15310668945312, 0.0, 0.0, 0.00457763671875, 0, 0, 0, 0, 0, 0
248321, -0.5911805033683777, -0.14643576741218567, -5.595268726348877, 0.0, 0.0, -221.15306091308594, 0.0, 0.0, 0.00457763671875, 0, 0, 0, 0, 0, 0
248331, -0.5905417203903198, -0.1472702920436859, -5.596108436584473, 0.0, 0.0, -221.1527557373047, 0.0, 0.0, 0.030517578125, 0, 0, 0, 0, 0, 0
248341, -0.5913559198379517, -0.14776912331581116, -5.595965385437012, 0.0, 0.0, -221.1524658203125, 0.0, 0.0, 0.02899169921875, 0, 0, 0, 0, 0, 0
248351, -0.5923328995704651, -0.14722348749637604, -5.594928741455078, 0.0, 0.0, -221.15245056152344, 0.0, 0.0, 0.00152587890625, 0, 0, 0, 0, 0, 0
248361, -0.5918301939964294, -0.14730896055698395, -5.59457540512085, 0.0, 0.0, -221.15243530273438, 0.0, 0.0, 0.00152587890625, 0, 0, 0, 0, 0, 0
248371, -0.5924410820007324, -0.1493527591228485, -5.592811107635498, 0.0, 0.0, -221.15252685546875, 0.0, 0.0, -0.0091552734375, 0, 0, 0, 0, 0, 0
248381, -0.5926569104194641, -0.14789529144763947, -5.594777584075928, 0.0, 0.0, -221.15261840820312, 0.0, 0.0, -0.0091552734375, 0, 0, 0, 0, 0, 0
248391, -0.5911827087402344, -0.15034227073192596, -5.595524787902832, 0.0, 0.0, -221.1527557373047, 0.0, 0.0, -0.01373291015625, 0, 0, 0, 0, 0, 0
248401, -0.5912045240402222, -0.14774297177791595, -5.595736503601074, 0.0, 0.0, -221.15289306640625, 0.0, 0.0, -0.01373291015625, 0, 0, 0, 0, 0, 0
248411, -0.5917783379554749, -0.15096083283424377, -5.595057487487793, 0.0, 0.0, -221.15304565429688, 0.0, 0.0, -0.0152587890625, 0, 0, 0, 0, 0, 0
